index,file_path,filename,image_height,image_width,label
0,./img_data/100/100_5427.png,100_5427.png,40,40,0
1,./img_data/100/100_31287.png,100_31287.png,18,24,0
2,./img_data/100/100_4739.png,100_4739.png,40,40,0
3,./img_data/100/100_1899.png,100_1899.png,40,40,0
4,./img_data/100/100_1641.png,100_1641.png,40,40,0
5,./img_data/100/100_195.png,100_195.png,40,40,0
6,./img_data/100/100_1127.png,100_1127.png,24,36,0
7,./img_data/100/100_30827.png,100_30827.png,24,24,0
8,./img_data/100/100_5341.png,100_5341.png,40,40,0
9,./img_data/100/100_5355.png,100_5355.png,40,40,0
10,./img_data/100/100_181.png,100_181.png,27,33,0
11,./img_data/100/100_1133.png,100_1133.png,24,36,0
12,./img_data/100/100_8671.png,100_8671.png,40,40,0
13,./img_data/100/100_1655.png,100_1655.png,40,40,0
14,./img_data/100/100_5433.png,100_5433.png,40,40,0
15,./img_data/100/100_31293.png,100_31293.png,19,24,0
16,./img_data/100/100_817.png,100_817.png,24,36,0
17,./img_data/100/100_9221.png,100_9221.png,40,40,0
18,./img_data/100/100_4705.png,100_4705.png,40,40,0
19,./img_data/100/100_4063.png,100_4063.png,40,40,0
20,./img_data/100/100_39181.png,100_39181.png,23,16,0
21,./img_data/100/100_4077.png,100_4077.png,40,40,0
22,./img_data/100/100_39195.png,100_39195.png,23,23,0
23,./img_data/100/100_5369.png,100_5369.png,40,40,0
24,./img_data/100/100_4711.png,100_4711.png,40,40,0
25,./img_data/100/100_803.png,100_803.png,24,36,0
26,./img_data/100/100_1669.png,100_1669.png,40,40,0
27,./img_data/100/100_32995.png,100_32995.png,19,21,0
28,./img_data/100/100_3095.png,100_3095.png,40,40,0
29,./img_data/100/100_6853.png,100_6853.png,40,40,0
30,./img_data/100/100_6847.png,100_6847.png,40,40,0
31,./img_data/100/100_37147.png,100_37147.png,21,16,0
32,./img_data/100/100_3081.png,100_3081.png,40,40,0
33,./img_data/100/100_32759.png,100_32759.png,21,16,0
34,./img_data/100/100_228045.png,100_228045.png,468,624,0
35,./img_data/100/100_32771.png,100_32771.png,14,21,0
36,./img_data/100/100_32017.png,100_32017.png,11,9,0
37,./img_data/100/100_3917.png,100_3917.png,40,40,0
38,./img_data/100/100_3903.png,100_3903.png,40,40,0
39,./img_data/100/100_36265.png,100_36265.png,18,18,0
40,./img_data/100/100_32003.png,100_32003.png,20,20,0
41,./img_data/100/100_32765.png,100_32765.png,21,20,0
42,./img_data/100/100_5143.png,100_5143.png,40,40,0
43,./img_data/100/100_8467.png,100_8467.png,40,40,0
44,./img_data/100/100_35585.png,100_35585.png,23,19,0
45,./img_data/100/100_1325.png,100_1325.png,40,40,0
46,./img_data/100/100_397.png,100_397.png,40,40,0
47,./img_data/100/100_1443.png,100_1443.png,40,40,0
48,./img_data/100/100_31085.png,100_31085.png,21,16,0
49,./img_data/100/100_226295.png,100_226295.png,271,447,0
50,./img_data/100/100_5625.png,100_5625.png,40,40,0
51,./img_data/100/100_31091.png,100_31091.png,20,20,0
52,./img_data/100/100_5631.png,100_5631.png,40,40,0
53,./img_data/100/100_1457.png,100_1457.png,40,40,0
54,./img_data/100/100_34857.png,100_34857.png,155,155,0
55,./img_data/100/100_35591.png,100_35591.png,19,19,0
56,./img_data/100/100_1331.png,100_1331.png,40,40,0
57,./img_data/100/100_383.png,100_383.png,35,35,0
58,./img_data/100/100_5157.png,100_5157.png,40,39,0
59,./img_data/100/100_4249.png,100_4249.png,40,40,0
60,./img_data/100/100_1319.png,100_1319.png,40,40,0
61,./img_data/100/100_31907.png,100_31907.png,21,21,0
62,./img_data/100/100_39383.png,100_39383.png,22,22,0
63,./img_data/100/100_4261.png,100_4261.png,40,40,0
64,./img_data/100/100_38923.png,100_38923.png,21,23,0
65,./img_data/100/100_4507.png,100_4507.png,40,40,0
66,./img_data/100/100_5619.png,100_5619.png,40,40,0
67,./img_data/100/100_4513.png,100_4513.png,40,40,0
68,./img_data/100/100_38937.png,100_38937.png,22,19,0
69,./img_data/100/100_38089.png,100_38089.png,24,24,0
70,./img_data/100/100_39397.png,100_39397.png,22,22,0
71,./img_data/100/100_4275.png,100_4275.png,40,40,0
72,./img_data/100/100_33137.png,100_33137.png,14,39,0
73,./img_data/100/100_6489.png,100_6489.png,40,40,0
74,./img_data/100/100_32229.png,100_32229.png,22,21,0
75,./img_data/100/100_2837.png,100_2837.png,40,40,0
76,./img_data/100/100_37351.png,100_37351.png,20,23,0
77,./img_data/100/100_2189.png,100_2189.png,40,40,0
78,./img_data/100/100_3297.png,100_3297.png,40,40,0
79,./img_data/100/100_36729.png,100_36729.png,20,20,0
80,./img_data/100/100_73.png,100_73.png,40,40,0
81,./img_data/100/100_33651.png,100_33651.png,18,24,0
82,./img_data/100/100_67.png,100_67.png,33,33,0
83,./img_data/100/100_37423.png,100_37423.png,22,14,0
84,./img_data/100/100_3283.png,100_3283.png,40,40,0
85,./img_data/100/100_2823.png,100_2823.png,40,40,0
86,./img_data/100/100_37345.png,100_37345.png,23,23,0
87,./img_data/100/100_36073.png,100_36073.png,132,132,0
88,./img_data/100/100_32215.png,100_32215.png,18,18,0
89,./img_data/100/100_32573.png,100_32573.png,18,24,0
90,./img_data/100/100_29635.png,100_29635.png,36,36,0
91,./img_data/100/100_36715.png,100_36715.png,21,17,0
92,./img_data/100/100_32201.png,100_32201.png,20,20,0
93,./img_data/100/100_4329.png,100_4329.png,40,40,0
94,./img_data/100/100_5037.png,100_5037.png,40,40,0
95,./img_data/100/100_1251.png,100_1251.png,40,40,0
96,./img_data/100/100_34937.png,100_34937.png,22,20,0
97,./img_data/100/100_35397.png,100_35397.png,384,240,0
98,./img_data/100/100_1537.png,100_1537.png,40,40,0
99,./img_data/100/100_34089.png,100_34089.png,22,20,0
100,./img_data/100/100_585.png,100_585.png,40,40,0
101,./img_data/100/100_5751.png,100_5751.png,40,40,0
102,./img_data/100/100_5989.png,100_5989.png,40,40,0
103,./img_data/100/100_5745.png,100_5745.png,40,40,0
104,./img_data/100/100_1523.png,100_1523.png,40,40,0
105,./img_data/100/100_591.png,100_591.png,40,40,0
106,./img_data/100/100_1245.png,100_1245.png,40,40,0
107,./img_data/100/100_31683.png,100_31683.png,18,24,0
108,./img_data/100/100_5023.png,100_5023.png,40,40,0
109,./img_data/100/100_4315.png,100_4315.png,40,40,0
110,./img_data/100/100_31873.png,100_31873.png,18,22,0
111,./img_data/100/100_4473.png,100_4473.png,40,40,0
112,./img_data/100/100_38857.png,100_38857.png,23,21,0
113,./img_data/100/100_9157.png,100_9157.png,40,40,0
114,./img_data/100/100_5779.png,100_5779.png,40,40,0
115,./img_data/100/100_38843.png,100_38843.png,21,19,0
116,./img_data/100/100_4467.png,100_4467.png,40,40,0
117,./img_data/100/100_4301.png,100_4301.png,40,40,0
118,./img_data/100/100_31867.png,100_31867.png,18,22,0
119,./img_data/100/100_1279.png,100_1279.png,40,40,0
120,./img_data/100/100_33043.png,100_33043.png,37,35,0
121,./img_data/100/100_37225.png,100_37225.png,19,19,0
122,./img_data/100/100_2943.png,100_2943.png,40,40,0
123,./img_data/100/100_3485.png,100_3485.png,40,40,0
124,./img_data/100/100_36885.png,100_36885.png,24,24,0
125,./img_data/100/100_7185.png,100_7185.png,40,40,0
126,./img_data/100/100_7191.png,100_7191.png,40,40,0
127,./img_data/100/100_36649.png,100_36649.png,23,21,0
128,./img_data/100/100_29769.png,100_29769.png,32,32,0
129,./img_data/100/100_36891.png,100_36891.png,24,24,0
130,./img_data/100/100_37231.png,100_37231.png,19,19,0
131,./img_data/100/100_2957.png,100_2957.png,40,40,0
132,./img_data/100/100_3491.png,100_3491.png,40,40,0
133,./img_data/100/100_32349.png,100_32349.png,24,24,0
134,./img_data/100/100_32407.png,100_32407.png,24,24,0
135,./img_data/100/100_36661.png,100_36661.png,52,76,0
136,./img_data/100/100_29741.png,100_29741.png,23,23,0
137,./img_data/100/100_36675.png,100_36675.png,19,22,0
138,./img_data/100/100_32413.png,100_32413.png,21,24,0
139,./img_data/100/100_32375.png,100_32375.png,24,21,0
140,./img_data/100/100_7813.png,100_7813.png,40,40,0
141,./img_data/100/100_4895.png,100_4895.png,40,40,0
142,./img_data/100/100_5553.png,100_5553.png,40,40,0
143,./img_data/100/100_787.png,100_787.png,24,36,0
144,./img_data/100/100_1735.png,100_1735.png,40,40,0
145,./img_data/100/100_35195.png,100_35195.png,19,22,0
146,./img_data/100/100_8711.png,100_8711.png,40,40,0
147,./img_data/100/100_1053.png,100_1053.png,24,36,0
148,./img_data/100/100_5235.png,100_5235.png,40,40,0
149,./img_data/100/100_31495.png,100_31495.png,18,24,0
150,./img_data/100/100_5221.png,100_5221.png,40,40,0
151,./img_data/100/100_30947.png,100_30947.png,13,22,0
152,./img_data/100/100_31481.png,100_31481.png,18,24,0
153,./img_data/100/100_1047.png,100_1047.png,24,36,0
154,./img_data/100/100_793.png,100_793.png,24,36,0
155,./img_data/100/100_1721.png,100_1721.png,40,40,0
156,./img_data/100/100_4659.png,100_4659.png,40,40,0
157,./img_data/100/100_4881.png,100_4881.png,40,40,0
